1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 31577.56),(2 47572.86),(3 58328.64),(4 110161.22),(5 149026.02),(6 174675.19),(7 241281.38),(8 297693.03),(9 344730.13),(10 426928.6),(11 495482.28),(12 567280.8),(13 662810.2),(14 740127.2),(15 831265.25),(16 928117.5),(17 1007545.7),(18 1143032.1),(19 1254520.1),(20 1345451.8),(21 1467095.6),(22 1597746.4),(23 1727754.5),(24 1886726.4),(25 2055133.6),(26 2222643.5),(27 2432060.3),(28 2636892.3),(29 2832701.3),(30 3044328.8),(31 3248636.8),(32 3410607.3),(33 3681268.8),(34 3837748),(35 3977270.8),(36 4237085.5),(37 4408317.5),(38 4631761.5),(39 4975415.5),(40 5185850.5),(41 5419974),(42 5722201.5),(43 5950447.5),(44 6220891.5),(45 6501831.5),(46 6733910.5),(47 6964206.5),(48 7321298.5),(49 7512088),(50 7722821.5),(51 7960646),(52 8117040.5),(53 8308958.5),(54 8520387),(55 8703454),(56 8933671),(57 9157791),(58 9387371),(59 9604835),(60 9781641),(61 9879796),(62 10027742),(63 10253393),(64 10327740),(65 10415947),(66 10529657),(67 10560283),(68 10652621),(69 10706289),(70 10717385),(71 10778785),(72 10850616),(73 10856787),(74 10911179),(75 11004309),(76 11003497),(77 11064451),(78 11193989),(79 11180291),
(1 99.77926),(2 129.23753),(3 151.46912),(4 165.70303),(5 176.12837),(6 183.8462),(7 188.79471),(8 193.4847),(9 196.2653),(10 197.36674),(11 198.69972),(12 198.33484),(13 201.6328),(14 202.60867),(15 206.01009),(16 205.25545),(17 204.15625),(18 205.89063),(19 204.63426),(20 207.69684),(21 208.17099),(22 208.27138),(23 210.19797),(24 210.48958),(25 210.78351),(26 212.72751),(27 213.44887),(28 212.76212),(29 214.01796),(30 213.365),(31 214.12958),(32 213.07803),(33 214.96326),(34 214.0331),(35 211.79488),(36 209.83334),(37 210.78705),(38 210.46309),(39 209.40012),(40 209.73878),(41 209.31184),(42 209.50267),(43 210.43808),(44 211.65639),(45 211.79979),(46 214.241),(47 215.72487),(48 216.81247),(49 217.55359),(50 214.82108),(51 212.73038),(52 210.69508),(53 211.67912),(54 210.7945),(55 212.24933),(56 212.87566),(57 212.8738),(58 214.61621),(59 214.75667),(60 213.68222),(61 213.33517),(62 214.18582),(63 216.24101),(64 216.83328),(65 216.80054),(66 217.9915),(67 217.50151),(68 218.69392),(69 218.05229),(70 217.88318),(71 218.91534),(72 219.39946),(73 221.40208),(74 223.41249),(75 224.52626),(76 224.02518),(77 226.70471),(78 227.43092),(79 227.8383),
(1 98.444885),(2 128.57834),(3 150.7471),(4 163.41856),(5 171.95706),(6 180.00279),(7 183.75253),(8 185.3948),(9 187.73166),(10 189.15463),(11 191.04176),(12 195.8733),(13 198.79697),(14 200.07288),(15 200.7619),(16 199.00728),(17 200.75414),(18 199.99849),(19 196.88962),(20 197.29457),(21 197.05319),(22 198.26558),(23 197.5864),(24 195.8798),(25 197.04549),(26 198.28679),(27 199.48503),(28 200.04538),(29 201.03316),(30 201.56436),(31 201.86252),(32 200.83443),(33 201.83517),(34 200.90567),(35 200.71188),(36 199.41992),(37 201.56003),(38 201.03497),(39 201.57031),(40 202.9053),(41 203.82478),(42 203.86234),(43 204.2812),(44 204.46515),(45 203.53801),(46 204.51793),(47 205.53471),(48 204.84216),(49 206.08264),(50 205.45169),(51 204.59615),(52 204.64018),(53 205.0353),(54 205.26888),(55 205.91077),(56 206.15785),(57 206.94162),(58 206.45609),(59 205.06613),(60 204.63669),(61 206.1748),(62 205.8719),(63 209.08003),(64 209.23601),(65 210.551),(66 210.7681),(67 210.39546),(68 213.31064),(69 213.23415),(70 213.26065),(71 213.44046),(72 212.67046),(73 213.15948),(74 213.28714),(75 213.07964),(76 214.54718),(77 213.63902),(78 215.47447),(79 215.93147),
(1 94.680756),(2 123.79985),(3 145.6841),(4 159.82033),(5 169.54472),(6 176.7153),(7 182.41403),(8 185.35536),(9 187.8863),(10 190.06956),(11 191.30731),(12 193.1883),(13 195.78693),(14 197.86086),(15 200.00288),(16 198.5337),(17 199.23854),(18 200.01872),(19 200.52275),(20 200.8757),(21 201.1275),(22 200.12575),(23 199.60661),(24 199.28662),(25 200.42998),(26 201.49207),(27 203.23334),(28 203.45435),(29 203.3333),(30 204.17473),(31 202.8733),(32 201.45184),(33 200.73784),(34 201.30682),(35 200.17218),(36 200.58447),(37 201.52174),(38 200.93977),(39 203.87947),(40 203.32738),(41 204.14801),(42 203.0403),(43 202.1861),(44 200.99274),(45 202.2359),(46 202.61641),(47 202.72725),(48 202.4744),(49 201.43898),(50 203.10341),(51 202.54816),(52 201.71445),(53 203.60406),(54 204.42766),(55 205.0853),(56 205.62941),(57 205.85867),(58 204.97754),(59 204.18335),(60 204.94464),(61 204.88078),(62 205.90485),(63 209.27298),(64 207.2781),(65 207.31906),(66 209.48232),(67 209.83827),(68 212.2044),(69 213.16562),(70 214.86769),(71 214.33723),(72 216.02814),(73 214.95308),(74 215.49654),(75 214.67223),(76 216.26843),(77 214.85799),(78 216.17241),(79 216.85736),
(1 94.942184),(2 124.322586),(3 145.1456),(4 157.89383),(5 168.00064),(6 174.74744),(7 180.76369),(8 183.9041),(9 187.2468),(10 189.24812),(11 188.91357),(12 190.3903),(13 191.74133),(14 191.49345),(15 193.87944),(16 191.75885),(17 194.45435),(18 196.5912),(19 195.51965),(20 195.1599),(21 194.95944),(22 196.2513),(23 197.09956),(24 197.32333),(25 197.87347),(26 198.63283),(27 198.07721),(28 200.21277),(29 200.3605),(30 200.38165),(31 200.02693),(32 196.97081),(33 195.59521),(34 192.85867),(35 191.47244),(36 192.74939),(37 193.70378),(38 194.60324),(39 195.93074),(40 195.3285),(41 194.36519),(42 193.97531),(43 196.1421),(44 197.52579),(45 197.43344),(46 196.62762),(47 196.13754),(48 199.6871),(49 201.27356),(50 201.25754),(51 200.77419),(52 199.0767),(53 199.01022),(54 199.87451),(55 201.67308),(56 202.05115),(57 202.69669),(58 203.35997),(59 204.00313),(60 202.4855),(61 202.92136),(62 204.34917),(63 204.03471),(64 202.48953),(65 204.31679),(66 206.68828),(67 205.13667),(68 206.42036),(69 205.5028),(70 206.98299),(71 207.13014),(72 207.33328),(73 209.04779),(74 209.11592),(75 208.70927),(76 208.63646),(77 208.6195),(78 211.51909),(79 212.24753),
(1 94.17813),(2 122.782394),(3 143.4812),(4 155.2113),(5 164.17157),(6 169.65195),(7 174.78633),(8 177.10448),(9 177.15121),(10 178.70393),(11 180.6735),(12 182.12294),(13 185.5273),(14 187.17291),(15 188.92737),(16 188.24837),(17 189.55841),(18 192.12271),(19 190.46977),(20 191.08731),(21 189.53517),(22 190.96077),(23 192.01932),(24 192.69185),(25 192.76471),(26 193.56328),(27 194.25032),(28 194.50627),(29 192.8582),(30 194.2637),(31 196.41179),(32 195.69136),(33 198.04622),(34 197.71819),(35 196.24973),(36 196.96161),(37 197.2808),(38 198.86949),(39 199.24516),(40 197.84248),(41 196.72061),(42 195.5988),(43 196.4529),(44 197.55418),(45 196.03706),(46 196.40582),(47 195.90073),(48 197.34741),(49 199.47711),(50 198.83112),(51 198.54381),(52 198.35713),(53 198.48993),(54 197.26959),(55 197.7776),(56 198.49886),(57 201.22891),(58 200.19675),(59 199.58662),(60 198.41069),(61 198.6769),(62 199.40454),(63 201.09459),(64 199.66),(65 201.55695),(66 202.94173),(67 202.53064),(68 202.4205),(69 201.91289),(70 202.07123),(71 202.03102),(72 201.46584),(73 201.91008),(74 200.70291),(75 200.92657),(76 200.36238),(77 200.10844),(78 201.18204),(79 201.42444),
(1 93.57621),(2 120.376656),(3 141.47115),(4 153.9149),(5 161.25345),(6 165.57387),(7 170.62303),(8 172.67802),(9 172.30698),(10 175.2975),(11 176.21063),(12 178.10815),(13 181.26936),(14 182.99107),(15 183.55481),(16 184.20026),(17 185.07358),(18 186.60298),(19 185.86142),(20 186.45428),(21 186.51158),(22 186.83112),(23 187.98402),(24 186.98506),(25 185.79669),(26 186.08792),(27 186.25778),(28 186.49925),(29 182.88498),(30 182.61539),(31 183.64326),(32 182.4868),(33 183.92569),(34 183.34431),(35 185.78415),(36 185.3981),(37 188.11676),(38 188.67494),(39 190.08589),(40 189.87462),(41 188.63597),(42 189.32486),(43 187.90474),(44 189.97813),(45 190.69606),(46 191.4027),(47 190.63756),(48 189.60747),(49 191.07695),(50 189.43745),(51 190.83832),(52 189.93073),(53 190.323),(54 188.59392),(55 188.30186),(56 190.54146),(57 191.57512),(58 190.7091),(59 190.11702),(60 188.61954),(61 191.67812),(62 193.37743),(63 193.97308),(64 193.31998),(65 193.84619),(66 194.08708),(67 194.625),(68 194.51898),(69 195.17911),(70 194.87888),(71 195.05501),(72 193.24605),(73 192.84946),(74 193.85266),(75 193.73184),(76 192.70906),(77 193.10405),(78 195.35754),(79 195.49606),
(1 91.00143),(2 118.25914),(3 139.71945),(4 150.49289),(5 158.4086),(6 162.19217),(7 167.05602),(8 171.14214),(9 172.77255),(10 176.12299),(11 177.69374),(12 178.88458),(13 182.90413),(14 183.59926),(15 183.02734),(16 184.27904),(17 186.70055),(18 187.98567),(19 188.5849),(20 191.30779),(21 189.8059),(22 188.57242),(23 187.24504),(24 186.94437),(25 185.92638),(26 187.49751),(27 189.53123),(28 188.9812),(29 187.96727),(30 189.78596),(31 189.4682),(32 188.47037),(33 188.33585),(34 187.86932),(35 188.43257),(36 188.68336),(37 189.46736),(38 190.08737),(39 191.10846),(40 192.24881),(41 192.24945),(42 191.21577),(43 191.88889),(44 194.47575),(45 193.58258),(46 194.18135),(47 193.47484),(48 194.99675),(49 194.49089),(50 194.07619),(51 192.9897),(52 192.46764),(53 192.4804),(54 192.44157),(55 192.95885),(56 194.00165),(57 194.14508),(58 193.89525),(59 192.30493),(60 189.83829),(61 191.65758),(62 192.82042),(63 195.36546),(64 194.33673),(65 195.99156),(66 197.63654),(67 196.79935),(68 198.85063),(69 200.37408),(70 198.06284),(71 198.58252),(72 196.95506),(73 197.10849),(74 198.19608),(75 198.30078),(76 200.07927),(77 199.81754),(78 204.19643),(79 205.97653),
(1 91.19681),(2 116.69428),(3 138.47554),(4 148.21227),(5 156.38701),(6 161.47363),(7 164.49547),(8 167.91298),(9 169.56161),(10 170.95906),(11 171.60616),(12 173.75104),(13 176.30626),(14 176.75987),(15 177.08003),(16 178.31241),(17 179.85924),(18 180.59277),(19 182.33096),(20 184.01303),(21 183.43434),(22 183.71065),(23 184.42433),(24 183.50914),(25 183.93178),(26 185.56567),(27 185.88852),(28 187.12991),(29 188.62735),(30 188.77806),(31 188.72931),(32 187.84912),(33 188.52652),(34 187.57956),(35 188.96654),(36 187.13194),(37 187.21054),(38 187.47809),(39 187.21341),(40 188.4952),(41 188.42183),(42 189.32578),(43 191.61473),(44 191.66835),(45 192.51253),(46 192.95839),(47 193.56258),(48 194.53569),(49 195.08604),(50 195.77129),(51 194.50998),(52 192.27484),(53 192.2555),(54 191.74115),(55 192.84839),(56 192.71011),(57 193.62483),(58 192.42697),(59 191.7748),(60 190.7393),(61 191.44376),(62 192.41599),(63 193.58652),(64 192.27968),(65 195.46483),(66 196.98659),(67 198.20427),(68 200.65198),(69 199.26784),(70 199.20767),(71 199.04007),(72 199.1713),(73 198.43407),(74 198.83965),(75 198.75206),(76 200.32181),(77 200.2503),(78 205.7817),(79 205.32767),
(1 90.13698),(2 116.44667),(3 136.30675),(4 147.13675),(5 154.91853),(6 160.69556),(7 167.6539),(8 170.19423),(9 171.53204),(10 172.14836),(11 173.41751),(12 174.9708),(13 175.43161),(14 175.63232),(15 177.99303),(16 178.68112),(17 178.8003),(18 181.3279),(19 181.31699),(20 182.03679),(21 182.01135),(22 181.63907),(23 181.69377),(24 180.74242),(25 182.3686),(26 182.69965),(27 182.09007),(28 183.87593),(29 182.96655),(30 184.414),(31 186.92473),(32 185.45102),(33 185.33263),(34 187.71921),(35 188.26657),(36 187.23665),(37 186.77711),(38 188.05814),(39 188.82298),(40 189.78755),(41 190.23833),(42 190.28519),(43 191.23709),(44 190.1015),(45 189.96738),(46 192.07123),(47 191.58398),(48 193.69356),(49 195.01341),(50 195.64651),(51 194.80327),(52 195.17287),(53 193.18196),(54 191.18367),(55 190.42462),(56 189.53378),(57 189.91621),(58 189.05234),(59 186.6541),(60 186.86813),(61 186.24365),(62 186.02898),(63 188.61224),(64 186.77225),(65 187.45963),(66 189.25066),(67 189.8558),(68 192.24718),(69 191.92319),(70 191.53302),(71 190.91362),(72 192.25275),(73 193.50853),(74 193.60393),(75 194.59865),(76 196.72278),(77 198.0583),(78 201.39618),(79 200.18433),
(1 89.40963),(2 115.352806),(3 134.43382),(4 144.28604),(5 152.68787),(6 156.50182),(7 162.26178),(8 165.78174),(9 166.49014),(10 168.20705),(11 169.1856),(12 171.32243),(13 172.4494),(14 174.24805),(15 175.17456),(16 175.44626),(17 175.64774),(18 177.86987),(19 177.91354),(20 177.04611),(21 177.66295),(22 178.19029),(23 178.94739),(24 178.45862),(25 179.37718),(26 181.61223),(27 182.87408),(28 184.66354),(29 185.29736),(30 184.9485),(31 185.62231),(32 185.29573),(33 186.4193),(34 187.05725),(35 185.05771),(36 184.72012),(37 183.52414),(38 182.28314),(39 182.71013),(40 182.00085),(41 180.77753),(42 181.73378),(43 183.13615),(44 183.06622),(45 182.3958),(46 184.16512),(47 183.74611),(48 184.93109),(49 184.85616),(50 184.275),(51 182.83434),(52 182.84773),(53 181.58067),(54 179.76196),(55 179.31197),(56 178.89618),(57 179.32956),(58 179.31262),(59 178.48344),(60 179.55034),(61 179.05591),(62 181.93962),(63 183.15393),(64 181.42136),(65 180.96072),(66 181.8549),(67 183.3657),(68 183.50171),(69 183.51074),(70 185.69055),(71 185.42586),(72 185.9554),(73 187.22003),(74 188.91049),(75 187.65585),(76 191.94876),(77 193.26756),(78 196.36368),(79 197.28261),
(1 87.627495),(2 113.74345),(3 133.47076),(4 142.58852),(5 150.225),(6 155.04152),(7 160.72108),(8 163.65872),(9 164.9563),(10 168.29472),(11 171.49081),(12 172.79723),(13 172.90656),(14 173.01236),(15 176.38004),(16 177.25731),(17 178.42433),(18 178.97725),(19 178.65721),(20 178.90771),(21 180.21234),(22 181.38791),(23 181.55922),(24 182.19398),(25 183.3444),(26 184.90555),(27 184.21136),(28 183.3701),(29 183.40094),(30 182.46388),(31 181.91191),(32 180.09041),(33 178.64418),(34 179.33704),(35 180.43413),(36 180.01204),(37 179.81418),(38 178.28601),(39 177.7686),(40 176.41418),(41 176.6632),(42 177.27892),(43 177.4579),(44 177.67003),(45 176.77266),(46 176.83008),(47 175.87918),(48 177.22473),(49 177.19595),(50 178.71144),(51 178.3389),(52 176.95177),(53 177.93289),(54 177.78226),(55 177.7347),(56 178.17676),(57 178.41002),(58 178.44365),(59 179.12883),(60 179.77884),(61 181.1153),(62 182.35912),(63 185.4028),(64 183.91154),(65 185.03673),(66 184.82863),(67 185.52171),(68 186.12267),(69 185.55339),(70 188.84361),(71 187.58041),(72 189.57942),(73 187.99608),(74 190.7122),(75 190.67038),(76 192.10829),(77 194.80414),(78 196.83406),(79 195.32759),
(1 88.60712),(2 115.48471),(3 134.41173),(4 143.3687),(5 151.77525),(6 155.77167),(7 158.168),(8 164.12053),(9 164.23178),(10 165.51915),(11 167.39134),(12 169.2866),(13 171.9182),(14 172.07887),(15 174.8624),(16 173.90129),(17 173.7712),(18 174.26768),(19 173.34143),(20 175.32967),(21 176.96742),(22 177.39592),(23 178.02846),(24 178.72853),(25 181.19936),(26 182.26141),(27 182.68808),(28 182.2488),(29 180.89218),(30 179.34184),(31 178.02298),(32 177.17065),(33 177.03465),(34 177.49095),(35 177.3006),(36 176.04987),(37 176.67525),(38 176.64746),(39 175.78186),(40 174.7182),(41 174.24553),(42 172.37576),(43 172.37813),(44 172.62276),(45 171.98837),(46 171.12192),(47 172.43045),(48 174.12837),(49 174.50659),(50 173.46487),(51 171.44702),(52 169.67683),(53 171.02072),(54 170.38496),(55 170.84541),(56 171.01047),(57 171.30234),(58 171.44893),(59 173.05827),(60 173.27962),(61 174.98677),(62 176.43446),(63 179.44962),(64 178.72154),(65 180.28181),(66 181.96814),(67 181.79869),(68 181.07791),(69 182.07124),(70 183.46292),(71 184.89418),(72 186.32834),(73 186.59843),(74 188.1387),(75 189.15192),(76 189.52904),(77 191.90321),(78 194.67665),(79 193.367),
(1 87.64684),(2 112.531204),(3 132.24214),(4 141.54163),(5 150.07793),(6 155.58556),(7 159.70543),(8 162.6091),(9 164.09921),(10 164.86993),(11 167.04662),(12 168.18144),(13 170.98755),(14 169.55795),(15 171.10507),(16 170.82343),(17 169.3358),(18 171.23991),(19 170.59038),(20 173.81004),(21 174.27782),(22 175.4079),(23 174.8297),(24 177.02214),(25 178.20491),(26 179.3522),(27 179.47618),(28 179.28899),(29 178.18169),(30 176.23734),(31 177.6545),(32 174.78976),(33 174.01845),(34 174.20023),(35 173.62964),(36 172.38316),(37 172.74901),(38 171.654),(39 171.4821),(40 170.09886),(41 169.79916),(42 171.21356),(43 172.86583),(44 174.08221),(45 174.957),(46 173.30452),(47 172.43826),(48 171.81717),(49 171.7554),(50 171.59705),(51 170.84863),(52 171.4547),(53 172.04736),(54 173.29964),(55 174.13095),(56 174.80415),(57 174.81859),(58 174.57991),(59 174.35199),(60 173.47485),(61 174.10655),(62 176.61383),(63 179.33038),(64 182.13765),(65 184.10913),(66 185.36906),(67 185.07253),(68 185.99982),(69 185.56398),(70 187.00728),(71 188.14691),(72 187.26027),(73 188.56804),(74 188.25368),(75 189.86902),(76 190.84727),(77 191.40643),(78 193.12418),(79 193.02824),
(1 86.382484),(2 110.27377),(3 128.81003),(4 139.24443),(5 145.72804),(6 152.53516),(7 158.05768),(8 159.94208),(9 161.29799),(10 162.17639),(11 163.9414),(12 165.069),(13 166.96263),(14 166.74855),(15 167.56831),(16 168.21617),(17 169.33821),(18 170.33502),(19 169.66733),(20 171.51068),(21 170.81807),(22 172.49025),(23 173.21332),(24 173.29208),(25 173.99358),(26 175.23105),(27 176.83469),(28 174.77228),(29 173.40813),(30 172.78333),(31 172.56552),(32 170.93568),(33 170.90373),(34 171.40761),(35 171.48096),(36 170.36598),(37 169.99771),(38 170.06183),(39 170.07365),(40 170.2299),(41 172.18079),(42 172.24904),(43 171.335),(44 172.77022),(45 172.5414),(46 171.77971),(47 171.57243),(48 172.46938),(49 171.54483),(50 173.24469),(51 173.32109),(52 173.11395),(53 173.2175),(54 173.34692),(55 173.96487),(56 174.08234),(57 174.60532),(58 175.12016),(59 174.26645),(60 173.56352),(61 175.05759),(62 175.78577),(63 177.53983),(64 179.60558),(65 181.61569),(66 184.48032),(67 184.19038),(68 183.80621),(69 183.06158),(70 184.50227),(71 185.12053),(72 186.46738),(73 187.00685),(74 186.1999),(75 185.64937),(76 185.45506),(77 186.85101),(78 187.08084),(79 188.11166),
(1 83.66761),(2 107.86293),(3 126.80281),(4 135.54358),(5 142.41748),(6 146.08926),(7 148.58534),(8 152.55504),(9 152.50749),(10 153.24278),(11 154.88397),(12 156.82364),(13 158.80147),(14 160.38742),(15 160.61201),(16 159.79501),(17 161.65294),(18 162.07005),(19 163.47142),(20 165.20409),(21 165.26312),(22 165.65732),(23 167.42123),(24 168.30992),(25 168.76056),(26 169.80084),(27 171.17435),(28 171.47682),(29 172.36537),(30 170.20381),(31 170.35544),(32 169.57602),(33 167.94781),(34 169.34308),(35 169.32393),(36 168.09288),(37 167.15485),(38 167.31882),(39 167.15634),(40 166.38591),(41 166.5759),(42 165.36275),(43 166.40807),(44 167.30405),(45 167.00864),(46 166.4295),(47 167.80943),(48 170.17801),(49 171.00739),(50 170.16805),(51 168.03442),(52 168.26164),(53 168.60652),(54 168.46095),(55 168.59514),(56 168.44508),(57 170.395),(58 171.5658),(59 171.9875),(60 170.52444),(61 169.41647),(62 170.61526),(63 174.00327),(64 175.16997),(65 174.48318),(66 174.47304),(67 174.32658),(68 174.78868),(69 175.95879),(70 176.0042),(71 177.78178),(72 178.7815),(73 178.08794),(74 179.70876),(75 179.46144),(76 180.92119),(77 180.86182),(78 182.57303),(79 183.47469),
(1 82.83085),(2 108.063286),(3 128.52809),(4 138.21957),(5 144.82745),(6 150.67319),(7 154.61038),(8 157.9224),(9 159.20396),(10 159.71765),(11 161.1975),(12 165.02785),(13 167.12274),(14 168.19566),(15 168.51436),(16 168.53581),(17 168.31102),(18 170.1198),(19 170.54689),(20 169.91454),(21 170.77501),(22 169.9743),(23 172.32478),(24 171.86444),(25 172.08438),(26 173.48935),(27 172.89383),(28 172.98636),(29 175.21094),(30 175.13174),(31 174.94167),(32 174.3243),(33 172.632),(34 173.77527),(35 173.45668),(36 173.9887),(37 172.11983),(38 172.27417),(39 173.77037),(40 172.45804),(41 171.68428),(42 170.69466),(43 170.60153),(44 172.25864),(45 172.86264),(46 172.52893),(47 172.74902),(48 174.63547),(49 176.05595),(50 174.85863),(51 173.48622),(52 171.42738),(53 170.63965),(54 172.29889),(55 172.48344),(56 173.76785),(57 175.04163),(58 175.22296),(59 174.81319),(60 173.92867),(61 173.28697),(62 173.20517),(63 175.47002),(64 174.2574),(65 174.64694),(66 175.14946),(67 176.05775),(68 176.21121),(69 176.95488),(70 178.2424),(71 179.8917),(72 181.15633),(73 181.21497),(74 181.3826),(75 181.35106),(76 182.33752),(77 181.13235),(78 182.4975),(79 185.64421),
(1 83.13896),(2 106.45839),(3 125.93968),(4 134.36809),(5 141.77446),(6 146.52544),(7 150.38092),(8 152.73778),(9 154.1442),(10 154.54631),(11 156.76045),(12 159.41142),(13 161.91254),(14 163.67407),(15 162.33926),(16 162.78073),(17 160.94016),(18 162.52979),(19 163.26146),(20 162.34341),(21 163.3287),(22 163.43645),(23 165.80739),(24 164.86812),(25 165.94417),(26 166.37225),(27 167.30542),(28 168.13254),(29 169.15126),(30 170.01625),(31 169.13063),(32 168.64513),(33 168.37444),(34 167.95949),(35 168.73076),(36 166.83705),(37 166.69208),(38 166.52876),(39 166.63708),(40 165.4359),(41 164.66125),(42 165.11002),(43 163.8637),(44 165.52242),(45 166.10826),(46 166.65573),(47 166.07823),(48 166.75006),(49 169.52501),(50 168.977),(51 167.61536),(52 166.17068),(53 166.62772),(54 168.12787),(55 169.88696),(56 169.19785),(57 169.69162),(58 169.39761),(59 168.68129),(60 169.32913),(61 170.39015),(62 170.78665),(63 172.23741),(64 170.77538),(65 172.71048),(66 174.96072),(67 175.20941),(68 175.08244),(69 175.5496),(70 177.46005),(71 177.99965),(72 179.45897),(73 180.50478),(74 180.88127),(75 181.842),(76 181.28056),(77 180.42633),(78 181.74591),(79 183.10626),
